DBN,School Name,# Total Students,# Students in Temporary Housing,% Students in Temporary Housing,# Students Residing in Shelter,# Residing in DHS Shelter,# Residing in Non-DHS Shelter,# Doubled Up
08X337,The School for Inquiry and Social Justice,463,51,0.1101511866,9,s,s,40
08X348,Schuylerville Preparatory High School,374,22,0.0588235296,16,s,s,6
08X349,Bronx River High School,446,17,0.0381165929,s,s,s,11
08X367,"Archimedes Academy for Math, Science and Technolog",595,80,0.1344537884,27,10,17,47
08X371,Urban Institute of Mathematics,380,33,0.0868421048,8,s,s,24
08X375,The Bronx Mathematics Preparatory School,194,45,0.2319587618,15,8,7,24
08X376,Antonia Pantoja Preparatory Academy: A College Boa,411,61,0.1484184861,25,13,12,32
08X377,Bronx Community High School,131,6,0.0458015278,s,s,s,s
08X392,Bronx Delta School,463,35,0.0755939558,11,s,s,20
08X405,Herbert H. Lehman High School,1009,38,0.0376610495,21,s,s,16
08X424,Bronx Academy for Multi-Media,281,79,0.2811387777,35,26,9,38
08X432,Bronx Bridges High School,374,91,0.243315503,25,s,s,62
08X444,Home Schooling,358,36,0.1005586609,24,16,8,9
08X448,Soundview Academy for Culture and Scholarship,367,37,0.1008174419,14,s,s,21
08X452,Gotham Collaborative High School,410,63,0.1536585391,34,20,14,24
08X467,Mott Hall Community School,356,52,0.1460674107,24,18,6,22
08X530,Longwood Preparatory Academy,363,34,0.0936639085,19,s,s,13
08X537,Bronx Arena High School,143,21,0.1468531489,8,s,s,8
08X558,Westchester Square Academy,447,17,0.038031321,10,s,s,7
08X559,School for Tourism and Hospitality,169,40,0.2366863936,22,8,14,15
08X561,Bronx Compass High School,374,48,0.128342241,22,8,14,24
08X562,Blueprint Middle School,571,44,0.0770577937,11,s,s,33
08X583,P.S. 583,338,43,0.1272189319,12,s,s,30
08X700,Universal Pre-K C.B.O.,1349,49,0.0363232009,36,30,6,13
09X004,P.S./M.S. 004 Crotona Park West,448,197,0.4397321343,174,135,39,19
09X011,P.S. 011 Highbridge,555,145,0.2612612545,83,69,14,59
09X022,J.H.S. 022 Jordan L. Mott,370,101,0.2729729712,53,31,22,47
09X028,P.S. 028 Mount Hope,669,181,0.2705530524,68,49,19,113
09X035,P.S. 035 Franz Siegel,508,73,0.1437007934,25,12,13,45
09X042,P.S. 042 Claremont,347,75,0.2161383331,56,45,11,19
09X053,P.S. 053 Basheer Quisim,896,270,0.3013392985,171,130,41,92
09X055,P.S. 055 Benjamin Franklin,553,72,0.1301989108,48,37,11,24
09X058,P.S. 058,371,96,0.2587600946,66,53,13,30
09X063,P.S. 063 Author's Academy,519,107,0.2061657012,47,36,11,56
09X070,P.S. 070 Max Schoenfeld,938,224,0.2388059646,56,39,17,163
09X073,P.S. 073 Bronx,417,88,0.2110311687,31,20,11,53
09X088,P.S. X088 - S. Silverstein Little Sparrow School,99,27,0.2727272809,10,s,s,17
09X109,P.S. 109 Sedgwick,537,129,0.2402234674,31,25,6,93
09X110,P.S. 110 Theodore Schoenfeld,378,88,0.2328042388,52,37,15,34
09X114,P.S. X114 - Luis Llorens Torres Schools,623,193,0.3097913265,59,42,17,133
09X117,I.S. 117 Joseph H. Wade,420,120,0.2857142985,38,29,9,82
09X126,P.S. 126 Dr Marjorie H Dunbar,584,86,0.1472602785,54,s,s,29
09X128,Mott Hall III,355,47,0.1323943734,15,9,6,30
09X132,P.S. 132 Garret A. Morgan,366,69,0.1885245889,46,26,20,22
09X163,P.S. 163 Arthur A. Schomburg,375,58,0.1546666622,16,s,s,42
09X170,P.S. 170,228,36,0.1578947306,10,s,s,24
09X199,P.S. 199X - The Shakespeare School,641,174,0.2714508474,83,64,19,87
09X204,P.S. 204 Morris Heights,631,114,0.1806656122,28,s,s,85
09X215,Kappa,323,56,0.1733746082,21,13,8,32
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,1006,168,0.1669980139,8,s,s,159
09X219,I.S. 219 New Venture School,291,71,0.243986249,32,20,12,38
09X227,Bronx Collegiate Academy,392,47,0.1198979616,15,s,s,31
09X229,I.S. 229 Roland Patterson,208,49,0.2355769277,23,17,6,23
09X231,Eagle Academy for Young Men,487,61,0.1252566725,20,12,8,33
09X232,I.S. 232,386,100,0.2590673566,35,28,7,62
09X236,P.S. 236 Langston Hughes,294,52,0.1768707484,15,s,s,37
09X241,Urban Assembly School for Applied Math and Science,615,80,0.130081296,24,13,11,54
09X250,Eximius College Preparatory Academy: A College Boa,390,45,0.115384616,23,11,12,21
09X252,Mott Hall Bronx High School,349,37,0.1060171947,8,s,s,27
09X260,Bronx Center for Science and Mathematics,439,31,0.0706150308,13,s,s,17
09X263,Validus Preparatory Academy,340,44,0.1294117719,11,s,s,30
09X274,The New American Academy at Roberto Clemente State,542,133,0.2453874499,69,52,17,56
09X294,The Walton Avenue School,460,119,0.258695662,39,19,20,76
09X297,Morris Academy for Collaborative Studies,466,40,0.0858369097,24,13,11,16
09X303,I.S. X303 Leadership & Community Service,329,54,0.1641337425,15,8,7,38
09X311,Lucero Elementary School,337,117,0.3471810222,30,22,8,86
09X313,I.S. 313 School of Leadership Development,254,59,0.2322834581,23,16,7,35
09X323,Bronx Writing Academy,336,79,0.2351190448,36,25,11,42
09X324,Bronx Early College Academy for Teaching & Learnin,505,79,0.1564356387,22,7,15,51
09X327,Comprehensive Model School Project M.S. 327,723,109,0.1507607251,21,12,9,82
09X328,New Millennium Bronx Academy of the Arts,320,79,0.246875003,38,26,12,37
09X329,DreamYard Preparatory School,337,73,0.2166172117,26,16,10,44
09X339,I.S. 339,323,69,0.2136222869,40,33,7,27
09X350,New Directions Secondary School,149,42,0.2818791866,18,6,12,19
09X361,The Highbridge Green School,389,65,0.1670951098,14,6,8,50
09X365,Academy for Language and Technology,379,190,0.5013192892,16,s,s,170
09X403,Bronx International High School,354,133,0.3757062256,28,10,18,99
09X404,School for Excellence,190,40,0.2105263174,15,s,s,22
09X412,Bronx High School of Business,356,96,0.2696629167,30,17,13,65
09X413,Bronx High School for Medical Science,507,58,0.1143984199,17,11,6,38
09X443,The Family School,508,113,0.2224409431,50,29,21,58
09X444,Home Schooling,217,31,0.1428571492,25,17,8,6
09X449,Grant Avenue Elementary School,431,87,0.2018561512,46,28,18,39
09X454,Science and Technology Academy: A Mott Hall School,407,71,0.1744471788,19,11,8,52
09X457,Sheridan Academy for Young Leaders,536,114,0.2126865685,41,27,14,67
09X505,"Bronx School for Law, Government and Justice",758,89,0.117414251,26,13,13,59
09X517,Frederick Douglass Academy III Secondary School,305,56,0.1836065501,26,10,16,27
09X525,Bronx Leadership Academy High School,412,58,0.1407766938,21,13,8,36
09X543,High School for Violin and Dance,209,48,0.2296650708,25,14,11,21
09X555,Mount Eden Children's Academy,437,71,0.1624713987,10,s,s,60
09X564,Claremont International HS,358,146,0.407821238,33,22,11,111
09X568,Young Women's Leadership School of the Bronx,568,53,0.093309857,21,13,8,29
09X582,Garden of Learning and Discovery Pre-K Center,104,11,0.1057692319,6,s,s,s
09X593,South Bronx International Middle School,149,66,0.4429530203,11,s,s,55
09X594,M.S. 594,242,52,0.2148760259,26,16,10,26
09X700,Universal Pre-K C.B.O.,2107,143,0.0678690076,86,65,21,53
10X003,P.S. 3 Raul Julia Micro Society,340,13,0.0382352956,7,s,s,s
10X007,Milton Fein School,496,88,0.1774193496,15,s,s,72
10X008,P.S. 008 Isaac Varian,849,163,0.1919905841,44,30,14,113
10X009,P.S. 9 Ryer Avenue Elementary School,786,176,0.2239185721,46,30,16,129
10X015,P.S. X015 Institute for Environmental Learning,467,45,0.0963597447,s,s,s,38
10X020,"PS/MS 20 P.O.George J. Werdann, III",865,143,0.1653179228,18,s,s,125
10X023,P.S. 023 The New Children's School,412,100,0.2427184433,63,57,6,37
10X024,P.S. 024 Spuyten Duyvil,813,23,0.0282902829,s,s,s,20
10X032,P.S. 032 Belmont,696,151,0.2169540226,64,45,19,77
10X033,P.S. 033 Timothy Dwight,773,102,0.1319534332,37,s,s,64
10X037,P.S. X037 - Multiple Intelligence School,583,120,0.2058319002,16,s,s,104
10X045,Thomas C. Giordano Middle School 45,720,90,0.125,30,20,10,59
10X046,P.S. 046 Edgar Allan Poe,746,143,0.1916890144,29,s,s,113
10X051,The Bronx STEM and Arts Academy,198,26,0.1313131303,10,s,s,15
10X054,P.S./I.S. 54,441,82,0.1859410405,13,s,s,64
10X056,P.S. 056 Norwood Heights,692,121,0.1748554856,20,s,s,97
10X059,P.S. 059 The Community School of Technology,493,67,0.1359026432,17,s,s,46
10X077,Bedford Park Elementary School,508,71,0.1397637725,s,s,s,57
10X080,J.H.S. 080 The Mosholu Parkway,624,131,0.2099359035,26,18,8,102
10X081,P.S. 081 Robert J. Christen,747,18,0.0240963846,s,s,s,13
10X085,P.S. 085 Great Expectations,796,137,0.1721105576,94,64,30,40
10X086,P.S. 086 Kingsbridge Heights,1560,370,0.2371794879,42,23,19,318
10X091,P.S. 091 Bronx,538,208,0.3866170943,76,52,24,127
10X094,P.S. 094 Kings College School,1086,185,0.1703499109,15,s,s,170
10X095,P.S. 095 Sheila Mencher,1056,247,0.2339015156,43,30,13,201
10X118,J.H.S. 118 William W. Niles,982,164,0.1670061052,48,28,20,115
10X141,Riverdale / Kingsbridge Academy (Middle School / H,1589,108,0.0679672733,13,s,s,91
10X159,P.S. 159 Luis Munoz Marin Biling,163,27,0.1656441689,8,s,s,18
10X205,P.S. 205 Fiorello LaGuardia,821,103,0.1254567653,52,36,16,49
10X206,I.S. 206 Ann Mersereau,267,82,0.3071160913,29,s,s,52
10X207,P.S. 207,410,84,0.2048780471,24,s,s,59
10X209,P.S. 209,258,46,0.1782945693,s,s,s,43
10X213,Bronx Engineering and Technology Academy,371,36,0.0970350429,15,8,7,19
10X225,Theatre Arts Production Company School,552,56,0.1014492735,29,13,16,22
10X226,P.S. 226,372,70,0.1881720424,10,s,s,58
10X228,Jonas Bronck Academy,270,22,0.0814814791,s,s,s,21
10X237,"The Marie Curie School for Medicine, Nursing, and",384,56,0.1458333284,28,18,10,28
10X243,West Bronx Academy for the Future,648,85,0.1311728358,17,9,8,64
10X244,The New School for Leadership and Journalism,710,169,0.2380281687,13,s,s,153
10X246,P.S. 246 Poe Center,590,102,0.1728813499,9,s,s,93
10X254,I.S. 254,482,84,0.1742738634,15,7,8,68
10X264,Bronx Academy for Software Engineering (BASE),418,45,0.1076555029,12,s,s,30
10X268,Kingsbridge International High School,383,139,0.3629242778,26,18,8,112
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",930,276,0.2967741787,44,32,12,230
10X280,P.S./M.S. 280 Mosholu Parkway,778,151,0.194087401,15,s,s,128
10X284,Bronx School of Law and Finance,365,60,0.1643835604,16,7,9,43
10X291,P.S. 291,545,118,0.2165137678,31,19,12,86
10X306,P.S. 306,562,102,0.1814946681,27,18,9,68
10X307,Luisa Pineiro Fuentes School of Science and Discov,292,47,0.160958901,s,s,s,43
10X308,Bronx Dance Academy School,268,35,0.1305970103,10,s,s,24
10X310,P.S. 310 Marble Hill,598,121,0.2023411393,s,s,s,121
10X315,P.S. 315 Lab School,226,31,0.1371681392,s,s,s,29
10X319,Providing Urban Learners Success In Education High,193,29,0.1502590626,18,s,s,10
10X331,The Bronx School of Young Leaders,453,42,0.0927152336,21,s,s,18
10X340,P.S. 340,542,122,0.2250922471,20,s,s,102
10X342,International School for Liberal Arts,545,191,0.3504587114,17,s,s,172
10X344,Ampark Neighborhood,371,24,0.0646900237,s,s,s,21
10X351,Bronx Collaborative High School,558,85,0.1523297429,32,12,20,45
10X353,World View High School,602,91,0.1511627883,22,16,6,69
10X360,P.S. 360,382,51,0.1335078478,10,s,s,41
10X363,Academy For Personal Leadership And Excellence,842,183,0.2173396647,31,19,12,145
10X368,In-Tech Academy (M.S. / High School 368),997,117,0.1173520535,17,s,s,100
10X374,Knowledge and Power Preparatory Academy Internatio,401,44,0.1097256839,9,s,s,35
10X382,"Elementary School for Math, Science, and Technolog",288,93,0.3229166567,23,13,10,69
10X386,School for Environmental Citizenship,517,152,0.2940038741,26,20,6,126
10X390,M.S. 390,557,172,0.308797121,33,19,14,133
10X391,The Angelo Patri Middle School,423,104,0.2458628863,27,19,8,77
10X396,P.S. 396,282,73,0.2588652372,18,s,s,54
10X397,English Language Learners and International Suppor,311,120,0.3858520985,12,s,s,101
10X433,High School for Teaching and the Professions,416,50,0.1201923043,9,s,s,39
10X434,Belmont Preparatory High School,396,27,0.0681818202,6,s,s,20
10X437,Fordham High School for the Arts,401,19,0.0473815463,s,s,s,16
10X438,Fordham Leadership Academy,413,27,0.0653753057,14,6,8,12
10X439,Bronx High School for Law and Community Service,397,53,0.1335012615,23,14,9,27
10X440,DeWitt Clinton High School,975,136,0.1394871771,29,8,21,100
10X442,"Celia Cruz Bronx High School of Music, The",455,48,0.1054945067,14,6,8,31
10X444,Home Schooling,357,40,0.1120448187,19,13,6,20
10X445,The Bronx High School of Science,2941,29,0.009860592,s,s,s,23
10X447,Creston Academy,464,78,0.1681034416,9,s,s,68
10X477,Marble Hill High School for International Studies,455,42,0.0923076943,s,s,s,36
10X524,Crotona International High School,365,149,0.4082191885,27,s,s,112
10X535,Rose Hill Pre-K Center,293,42,0.1433447152,19,10,9,23
10X546,Bronx Theatre High School,305,48,0.1573770493,21,11,10,25
10X549,Discovery High School,467,77,0.1648822278,19,s,s,52
10X565,High School for Energy and Technology,415,66,0.1590361446,30,10,20,35
10X696,High School of American Studies at Lehman College,387,7,0.0180878546,s,s,s,s
10X700,Universal Pre-K C.B.O.,2516,137,0.0544515103,52,39,13,84
11X016,P.S. 016 Wakefield,301,42,0.1395348907,17,s,s,25
11X019,P.S. 019 Judith K. Weiss,562,22,0.0391459092,s,s,s,19
11X021,P.S. 021 Philip H. Sheridan,551,104,0.1887477338,30,17,13,58
11X041,P.S. 041 Gun Hill Road,741,78,0.1052631587,41,31,10,33
11X068,P.S. 068 Bronx,536,35,0.0652985051,11,s,s,22
11X076,P.S. 076 The Bennington School,812,64,0.0788177326,23,13,10,41
11X078,P.S. 078 Anne Hutchinson,721,67,0.0929264873,48,37,11,14
11X083,P.S. 083 Donald Hertz,1697,145,0.0854449049,26,18,8,117
11X087,P.S. 087 Bronx,452,37,0.081858404,11,s,s,25
11X089,P.S. 089 Bronx,1424,118,0.0828651711,43,27,16,71
11X096,P.S. 096 Richard Rodgers,880,96,0.1090909094,25,13,12,61
11X097,P.S. 097 Bronx,522,24,0.0459770113,s,s,s,13
11X103,P.S. 103 Hector Fontanez,884,93,0.1052036211,46,34,12,41
11X105,P.S. 105 Sen Abraham Bernstein,919,145,0.1577802002,22,s,s,121
11X106,P.S. 106 Parkchester,990,127,0.1282828301,23,14,9,102
11X108,P.S. 108 Philip J. Abinanti,552,29,0.0525362305,7,s,s,22
11X111,P.S. 111 Seton Falls,517,69,0.13346228,23,17,6,41
11X112,P.S. 112 Bronxwood,382,45,0.1178010479,18,s,s,24
11X121,P.S. 121 Throop,712,63,0.0884831473,27,12,15,34
11X127,J.H.S. 127 The Castle Hill,908,161,0.1773127764,32,22,10,125
11X144,J.H.S. 144 Michelangelo,444,43,0.0968468487,20,12,8,20
11X153,P.S. 153 Helen Keller,540,30,0.055555556,s,s,s,25
11X160,P.S. 160 Walt Disney,365,27,0.0739726052,s,s,s,20
11X169,Baychester Academy,398,31,0.0778894499,16,6,10,13
11X175,P.S. 175 City Island,286,10,0.0349650346,6,s,s,s
11X178,P.S. 178 - Dr. Selman Waksman,366,50,0.1366120279,23,s,s,26
11X180,M.S. 180 Dr. Daniel Hale Williams,993,49,0.0493454188,9,s,s,40
11X181,I.S. 181 Pablo Casals,861,82,0.095238097,23,11,12,57
11X189,Cornerstone Academy for Social Action,334,58,0.1736526936,28,21,7,21
11X194,P.S./M.S. 194,1206,116,0.0961857364,17,11,6,97
11X249,Bronx Health Sciences High School,336,32,0.095238097,6,s,s,26
11X253,Bronx High School for Writing and Communication Ar,282,29,0.1028368771,11,s,s,18
11X265,Bronx Lab School,304,40,0.1315789521,18,9,9,18
11X270,Academy for Scholarship and Entrepreneurship: A Co,367,33,0.0899182558,15,9,6,16
11X275,High School of Computers and Technology,500,60,0.1199999973,27,13,14,30
11X287,North Bronx School of Empowerment,435,70,0.1609195471,26,12,14,37
11X288,Collegiate Institute for Math and Science,586,39,0.0665528998,9,s,s,28
11X290,Bronx Academy of Health Careers,380,84,0.2210526317,34,15,19,43
11X299,Astor Collegiate Academy,472,33,0.0699152574,11,s,s,19
11X326,Bronx Green Middle School,423,61,0.1442080438,15,s,s,46
11X355,Bronx Alliance Middle School,309,49,0.1585760564,21,13,8,24
11X357,Young Voices Academy of the Bronx,413,63,0.1525423676,8,s,s,55
11X370,Leaders of Tomorrow,452,49,0.1084070802,19,10,9,26
11X418,Bronx High School for the Visual Arts,477,54,0.1132075489,20,s,s,31
11X444,Home Schooling,574,29,0.0505226478,9,s,s,20
11X455,Harry S Truman High School,2231,278,0.1246078014,79,53,26,191
11X462,Cornerstone Academy for Social Action Middle Schoo,239,21,0.0878661051,10,s,s,7
11X468,Pelham Academy of Academics and Community Engageme,327,39,0.1192660555,s,s,s,36
11X481,The STEAM Bridge School,281,8,0.0284697507,s,s,s,6
11X483,The Matilda Avenue School,251,32,0.1274900436,12,s,s,19
11X498,P.S./M.S. 11X498 - Van Nest Academy,639,33,0.0516431928,s,s,s,30
11X508,Bronxdale High School,462,21,0.0454545468,9,s,s,11
11X509,High School of Language and Innovation,392,87,0.221938774,10,s,s,73
11X513,New World High School,358,63,0.1759776473,10,s,s,50
11X514,The Bronxwood Preparatory Academy,374,46,0.1229946539,20,7,13,24
11X529,One World Middle School at Edenwald,343,18,0.0524781346,s,s,s,14
11X532,Baychester Middle School,287,36,0.125435546,11,s,s,24
11X542,Pelham Preparatory Academy,494,31,0.0627530366,s,s,s,25
11X544,High School for Contemporary Arts,336,45,0.1339285672,30,24,6,15
11X545,Bronx Aerospace High School,201,28,0.1393034756,10,s,s,15
11X556,Bronx Park Middle School,399,76,0.190476194,18,8,10,56
11X566,Pelham Gardens Middle School,427,30,0.0702576116,12,s,s,14
11X567,Linden Tree Elementary School,379,66,0.1741424799,22,s,s,41
11X700,Universal Pre-K C.B.O.,2027,91,0.0448939316,32,21,11,56
12X006,P.S. 006 West Farms,525,141,0.2685714364,68,56,12,69
12X044,P.S. 044 David C. Farragut,264,96,0.3636363745,84,63,21,12
12X047,P.S. 047 John Randolph,960,59,0.0614583343,23,15,8,34
12X057,P.S. 057 Crescent,476,68,0.1428571492,39,27,12,29
12X061,P.S. 061 Francisco Oller,262,59,0.2251908332,11,s,s,47
12X066,P.S. 066 School of Higher Expectations,574,144,0.2508710921,107,73,34,37
12X067,P.S. 067 Mohegan School,394,41,0.1040609106,27,21,6,12
12X098,J.H.S. 098 Herman Ridder,191,39,0.204188481,25,s,s,12
12X129,M.S. 129 Academy for Independent Learning and Lead,502,84,0.1673306823,51,36,15,33
12X134,P.S. 134 George F. Bristow,535,65,0.1214953288,41,35,6,23
12X150,P.S. 150 Charles James Fox,641,98,0.1528861225,56,45,11,42
12X190,E.S.M.T- I.S. 190,271,39,0.1439114362,9,s,s,29
12X195,P.S. 195,807,130,0.1610904634,42,35,7,86
12X196,P.S. 196,767,113,0.1473272443,35,23,12,78
12X211,P.S. 211,457,53,0.1159737408,31,23,8,21
12X214,P.S. 214,1035,146,0.1410627961,70,46,24,75
12X217,School of Performing Arts,328,73,0.222560972,34,18,16,39
12X242,Mott Hall V,678,52,0.0766961649,13,7,6,38
12X248,"Metropolitan High School, The",164,29,0.1768292636,11,s,s,9
12X251,Explorations Academy H.S.,338,56,0.1656804681,31,20,11,22
12X267,Bronx Latin,564,43,0.0762411356,28,20,8,15
12X271,East Bronx Academy for the Future,675,103,0.1525925994,43,26,17,51
12X273,Frederick Douglass Academy V. Middle School,207,42,0.2028985471,21,11,10,20
12X286,Fannie Lou Hamer Middle School,281,46,0.1637010723,28,19,9,18
12X300,The School of Science and Applied Learning,523,103,0.1969407201,71,50,21,29
12X314,Fairmont Neighborhood School,253,38,0.1501976252,24,12,12,14
12X316,Kappa III,365,32,0.0876712352,10,s,s,15
12X318,"I.S. X318 Math, Science & Technology Through Arts",194,38,0.1958762854,22,s,s,15
12X341,Accion Academy,317,60,0.1892744452,13,s,s,45
12X383,Emolior Academy,387,64,0.1653746814,25,10,15,39
12X388,Pan American International High School at Monroe,402,118,0.2935323417,28,18,10,79
12X444,Home Schooling,166,17,0.1024096385,9,s,s,s
12X446,Arturo A. Schomburg Satellite Academy Bronx,184,30,0.1630434841,14,s,s,12
12X458,Samara Community School,274,31,0.1131386831,18,s,s,12
12X463,Urban Scholars Community School,408,104,0.2549019754,53,28,25,47
12X478,The Cinema School,360,31,0.0861111134,6,s,s,22
12X479,Bronx Career and College Preparatory High School,273,48,0.1758241802,29,17,12,15
12X480,Bronx Regional High School,140,23,0.1642857194,11,s,s,7
12X511,Bronx Envision Academy,387,66,0.1705426425,38,10,28,24
12X521,The Metropolitan Soundview High School,456,62,0.1359649152,23,15,8,37
12X531,Archer Elementary School,391,68,0.1739130467,16,7,9,46
12X536,P.S. 536,360,30,0.0833333358,7,s,s,22
12X550,High School of World Cultures,325,83,0.255384624,21,15,6,57
12X595,P.S. 595,238,70,0.2941176593,37,20,17,32
12X626,District 12 Pre-K Center,10,s,s,s,s,s,s
12X682,Fannie Lou Hamer Freedom High School,479,74,0.1544885188,38,18,20,33
12X684,Wings Academy,341,54,0.1583577693,31,15,16,22
12X691,Bronx Little School,322,46,0.1428571492,s,s,s,41
12X700,Universal Pre-K C.B.O.,566,17,0.0300353356,11,s,s,6
13K003,P.S. 003 The Bedford Village,266,66,0.2481203079,18,12,6,48
13K008,P.S. 008 Robert Fulton,730,7,0.0095890407,s,s,s,s
13K009,Public School 9 The Sarah Smith Garnet School,855,32,0.0374269001,17,8,9,15
13K011,P.S. 011 Purvis J. Behan,875,53,0.0605714284,10,s,s,43
13K020,P.S. 020 Clinton Hill,554,44,0.0794223845,8,s,s,36
13K044,P.S. 044 Marcus Garvey,135,32,0.2370370328,18,10,8,12
13K046,P.S. 046 Edward C. Blum,226,35,0.1548672616,16,s,s,18
13K054,P.S. 054 Samuel C. Barnes,190,15,0.0789473653,12,s,s,s
13K056,P.S. 056 Lewis H. Latimer,278,16,0.0575539581,s,s,s,9
13K067,P.S. 067 Charles A. Dorsey,222,38,0.1711711735,22,16,6,9
13K093,P.S. 093 William H. Prescott,186,32,0.1720430106,27,19,8,s
13K113,M.S. 113 Ronald Edmonds Learning Center,326,47,0.1441717744,21,10,11,25
13K133,P.S. 133 William A. Butler,669,28,0.0418535136,12,s,s,13
13K256,P.S. 256 Benjamin Banneker,203,36,0.1773398966,25,s,s,11
13K265,Dr. Susan S. McKinney Secondary School of the Arts,335,26,0.0776119381,14,8,6,10
13K266,M.S. K266 - Park Place Community Middle School,150,16,0.1066666692,6,s,s,9
13K270,P.S. 270 Johann DeKalb,97,12,0.1237113401,8,s,s,s
13K282,P.S. 282 Park Slope,532,19,0.0357142873,8,s,s,9
13K287,P.S. 287 Bailey K. Ashford,122,s,s,s,s,s,s
13K301,Satellite East Middle School,84,10,0.1190476194,s,s,s,s
13K307,P.S. 307 Daniel Hale Williams,335,50,0.149253726,17,s,s,32
13K313,Dock Street School for STEAM Studies,283,22,0.077738516,s,s,s,15
13K350,Urban Assembly School of Music and Art,169,18,0.1065088734,8,s,s,10
13K351,The Urban Assembly Unison School,198,18,0.0909090936,11,s,s,7
13K412,Brooklyn Community Arts & Media High School (BCAM),540,66,0.1222222224,32,13,19,28
13K419,"Science Skills Center High School for Science, Tec",586,63,0.1075085327,26,14,12,34
13K430,Brooklyn Technical High School,5946,141,0.0237134211,8,s,s,96
13K439,Brooklyn International High School,354,68,0.1920903921,7,s,s,58
13K444,Home Schooling,231,7,0.0303030312,s,s,s,s
13K483,The Urban Assembly School for Law and Justice,469,15,0.0319829434,10,s,s,s
13K492,Academy of Arts and Letters,686,23,0.0335276984,7,s,s,12
13K527,Urban Assembly Institute of Math and Science for Y,508,49,0.0964566916,21,10,11,26
13K553,Brooklyn Academy High School,122,17,0.1393442601,11,s,s,s
13K594,Gotham Professional Arts Academy,170,18,0.1058823541,9,s,s,8
13K595,Bedford Academy High School,397,19,0.0478589423,7,s,s,11
13K605,George Westinghouse Career and Technical Education,706,43,0.0609065145,19,12,7,23
13K616,Brooklyn High School for Leadership and Community,155,26,0.1677419394,18,9,9,6
13K670,Benjamin Banneker Academy,875,66,0.0754285678,29,11,18,33
13K674,"City Polytechnic High School of Engineering, Archi",466,26,0.0557939932,8,s,s,17
13K691,Fort Greene Preparatory Academy,195,20,0.1025641039,7,s,s,11
13K700,Universal Pre-K C.B.O.,512,8,0.015625,s,s,s,s
13K869,District 13 PRE-K Center,69,s,s,s,s,s,s
13K915,I.S. 915,301,s,s,s,s,s,s
14K016,P.S. 016 Leonard Dunkly,192,33,0.171875,10,s,s,21
14K017,P.S. 017 Henry D. Woodworth,267,29,0.1086142287,13,s,s,16
14K018,P.S. 018 Edward Bush,203,43,0.2118226588,7,s,s,36
14K023,P.S. 023 Carter G. Woodson,263,87,0.3307984769,35,23,12,51
14K031,P.S. 031 Samuel F. Dupont,596,95,0.1593959779,s,s,s,91
14K034,P.S. 034 Oliver H. Perry,457,9,0.019693654,s,s,s,6
14K050,J.H.S. 050 John D. Wells,339,43,0.1268436611,9,s,s,33
14K059,P.S. 059 William Floyd,306,41,0.133986935,34,20,14,7
14K071,Juan Morel Campos Secondary School,502,73,0.145418331,22,14,8,46
14K084,P.S. 084 Jose De Diego,714,66,0.0924369767,6,s,s,59
14K110,P.S. 110 The Monitor,548,6,0.0109489048,s,s,s,s
14K120,P.S. 120 Carlos Tapia,346,90,0.2601155937,18,s,s,68
14K126,John Ericsson Middle School 126,277,38,0.1371841133,12,s,s,25
14K132,P.S. 132 The Conselyea School,693,25,0.036075037,11,s,s,13
14K147,P.S. 147 Isaac Remsen,308,39,0.1266233772,12,s,s,24
14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,345,23,0.0666666701,16,s,s,6
14K196,P.S. 196 Ten Eyck,303,54,0.1782178283,13,6,7,40
14K250,P.S. 250 George H. Lindsay,372,61,0.1639784873,12,s,s,48
14K257,P.S. 257 John F. Hylan,541,64,0.118299447,31,s,s,33
14K297,P.S. 297 Abraham Stockton,203,51,0.2512315214,9,s,s,41
14K318,I.S. 318 Eugenio Maria De Hostos,1287,83,0.0644910634,14,7,7,67
14K319,P.S. 319,118,s,s,s,s,s,s
14K380,P.S. 380 John Wayne Elementary,491,46,0.0936863571,10,s,s,36
14K414,Brooklyn Arbor Elementary School,570,25,0.0438596494,8,s,s,17
14K444,Home Schooling,169,7,0.041420117,s,s,s,s
14K449,"Brooklyn Latin School, The",846,19,0.0224586297,s,s,s,15
14K454,The Williamsburg High School of Art and Technology,386,44,0.1139896363,20,6,14,20
14K474,PROGRESS High School for Professional Careers,528,88,0.1666666716,35,13,22,47
14K477,East Williamsburg Scholars Academy,320,56,0.174999997,15,8,7,36
14K478,"The High School for Enterprise, Business and Techn",677,67,0.0989660248,29,13,16,33
14K488,Brooklyn Preparatory High School,523,37,0.0707456991,13,s,s,22
14K558,Williamsburg High School for Architecture and Desi,607,33,0.0543657318,7,s,s,24
14K561,Williamsburg Preparatory School,707,34,0.048090525,7,s,s,26
14K577,Conselyea Preparatory School,478,27,0.0564853549,s,s,s,25
14K582,M.S. 582,361,66,0.1828254908,13,s,s,53
14K586,Lyons Community School,411,54,0.1313868612,22,9,13,32
14K610,A-Tech High School,337,22,0.0652818978,6,s,s,15
14K614,Young Women's Leadership School of Brooklyn,380,36,0.0947368443,16,8,8,16
14K685,El Puente Academy for Peace and Justice,221,23,0.1040723994,7,s,s,14
